 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:154281","Ichthyology","154281","","","Caranx crysos (Mitchill, 1815)","[no specific locality data]","[no agent data]","1847-01-01","1847-12-31","United States","New York","","1847-1847","field number=NEW YORK:1847; group number=533"
"MCZ:Ich:154295","Ichthyology","154295","","","Coryphaena hippurus Linnaeus, 1758","W.N. Atlantic near Gulf stream","RV Delaware I, Robert H. Gibbs, Bruce B. Collette","1957-06-01","1957-07-31","","","Atlantic Ocean","0/6/1957-0/7/1957","field number=DL1957:06-07; group number=535"
"MCZ:Ich:154309","Ichthyology","154309","","","Lutjanus campechanus (Poey 1860)","","[no agent data]","1968-03-25","1968-03-25","","","Atlantic, Western Central","25/3/1968-25/3/1968","field number=FLORIDA1968:325; group number=551"
"MCZ:Ich:154321","Ichthyology","154321","","","Anisotremus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=559; previous number=G8"
"MCZ:Ich:154324","Ichthyology","154324","","","Haemulon album Cuvier, 1830","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=559; previous number=K-21"
"MCZ:Ich:154325","Ichthyology","154325","","","Haemulon sp.","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=559"
"MCZ:Ich:154328","Ichthyology","154328","","","Haemulon caudimaculatum","Sao Luis and environs","Thayer Expedition to Brazil, Louis Agassiz, D. Bourget","1865-08-06","1865-08-06","Brazil","","Atlantic, Southwest","6/8/1865-6/8/1865","field number=THAYER062; group number=559; previous number=844"
"MCZ:Ich:154335","Ichthyology","154335","","","Sargus sp.","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=565"
"MCZ:Ich:154343","Ichthyology","154343","","","Pagellus centrodontus (Delaroche, 1809)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=565; previous number=K-30"
"MCZ:Ich:154351","Ichthyology","154351","","","Pagrus argyrops","[no specific locality data]","[no agent data]","1847-01-01","1847-12-31","United States","New York","","1847-1847","field number=NEW YORK:1847; group number=565; previous number=K-28"
"MCZ:Ich:154359","Ichthyology","154359","","","Catostomidae sp.","[no specific locality data]","George Stolley","1700-01-01","2004-03-01","United States","Texas","","[no verbatim date data]","field number=GS:TEXAS; group number=235"
"MCZ:Ich:154365","Ichthyology","154365","","","Aplodinotus grunniens Rafinesque, 1819","[no specific locality data]","George Stolley","1700-01-01","2004-03-01","United States","Texas","","[no verbatim date data]","field number=GS:TEXAS; group number=567"
"MCZ:Ich:154369","Ichthyology","154369","","","Aplodinotus grunniens Rafinesque, 1819","Lake Champlain","Frederic W. Putnam","1700-01-01","1998-03-01","United States","Vermont","","[no verbatim date data]","field number=FWP:CHAMPLAIN; group number=567"
"MCZ:Ich:154378","Ichthyology","154378","","","Leiostomus xanthurus Lacépède, 1802","[no specific locality data]","[no agent data]","1847-01-01","1847-12-31","United States","New York","","1847-1847","field number=NEW YORK:1847; group number=567"
"MCZ:Ich:154379","Ichthyology","154379","","","Leiostomus xanthurus Lacépède, 1802","[no specific locality data]","Louis Agassiz","1700-01-01","1847-12-31","United States","New York","Atlantic, Northwest","[no verbatim date data]","field number=LA:NEWYORK; group number=567"
"MCZ:Ich:154382","Ichthyology","154382","","","Leiostomus xanthurus Lacépède, 1802","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=567"
"MCZ:Ich:154421","Ichthyology","154421","","","Chaetodipterus faber (Broussonet, 1782)","Ohio River","[no agent data]","1700-01-01","1998-03-01","United States","","","[no verbatim date data]","field number=OHIORIVER; group number=583"
"MCZ:Ich:154435","Ichthyology","154435","","","Chaetodipterus faber (Broussonet, 1782)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=583"
"MCZ:Ich:154450","Ichthyology","154450","","","Amphistichus rhodoterus (Agassiz, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154461","Ichthyology","154461","","","Embiotoca jacksoni Agassiz, 1853","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154470","Ichthyology","154470","","","Phanerodon furcatus Girard, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154491","Ichthyology","154491","","","Aequidens tetramerus (Heckel, 1840)","Obidos, Rio Amazonas at Obidos","Thayer Expedition to Brazil, Louis Agassiz, and party","1865-08-26","1865-08-26","Brazil","Para","","26/8/1865-26/8/1865","field number=THAYER076; group number=601; previous number=4512"
"MCZ:Ich:158961","Ichthyology","158961","","","Peprilus triacanthus (Peck, 1804)","[coordinate data only]","RV Albatross IV","1999-09-21","1999-09-21","United States","","Mid Atlantic Bight, Slope Water","21/9/1999-21/9/1999","field number=AL99-10:008; group number=746"
"MCZ:Ich:S-757","Ichthyology","S-757","","","Carcharhinus lamia","Off Cape Maisi, Cuba","Samuel Walton Garman","1878-01-01","1878-12-31","Cuba","","Caribbean Sea","1878-1878","field number=SG:MAISI; group number=25; previous number=MCZ 757-S"
"MCZ:Ich:S-755","Ichthyology","S-755","","Voucher","Sphyrna tiburo (Linnaeus, 1758)","Dry Tortugas","Samuel Walton Garman","1878-01-01","1878-12-31","United States","Florida","Gulf of Mexico","1878-1878","field number=SG:TORTUGAS; group number=27; previous number=MCZ 755-S"
"MCZ:Ich:117","Ichthyology","117","","","Etheostoma sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=517"
"MCZ:Ich:126","Ichthyology","126","","","Etheostoma sp.","Allegany River , Foxburg","Spencer Fullerton Baird","1700-01-01","1998-03-01","United States","Pennsylvania","","[no verbatim date data]","field number=Z000126; group number=517; previous number=USNM 1173"
"MCZ:Ich:301","Ichthyology","301","","","Haemulon formosum","Florida","Louis Agassiz","1853-01-01","1853-12-31","United States","Florida","Atlantic, Western Central","1853-1853","field number=LA:FLORIDA; group number=559; previous number=SHS 3-G"
"MCZ:Ich:308","Ichthyology","308","","","Haemulon crysoptera","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=559; previous number=SHS 2-d"
"MCZ:Ich:314","Ichthyology","314","","","Ancyclogaster maculosus","Acapulco","Alexander Agassiz","1859-12-01","1859-12-31","Mexico","","Pacific, Eastern Central","0/12/1859-0/12/1859","field number=AA:ACAPULCO; group number=559; previous number=7-a"
"MCZ:Ich:316","Ichthyology","316","","","Pycnocara multilineata","Acapulco","Alexander Agassiz","1859-12-01","1859-12-31","Mexico","","Pacific, Eastern Central","0/12/1859-0/12/1859","field number=AA:ACAPULCO; group number=559; previous number=7-g"
"MCZ:Ich:2041","Ichthyology","2041","","","Leuciscus leuciscus (Linnaeus, 1758)","Lake Neuchatel","Louis Agassiz","1860-11-01","1860-11-30","Switzerland","","","0/11/1860-0/11/1860","field number=LA:NEU1860B; group number=230"
"MCZ:Ich:2045","Ichthyology","2045","","","Leuciscus leuciscus (Linnaeus, 1758)","Lake Neuchatel","Louis Agassiz","1860-03-01","1860-03-31","Switzerland","","","0/3/1860-0/3/1860","field number=LA:NEU1860A; group number=230"
"MCZ:Ich:2046","Ichthyology","2046","","","Rutilus rutilus (Linnaeus, 1758)","Lake Neuchatel and Lake Geneva","Louis Agassiz","1860-03-01","1860-03-31","Switzerland","","","0/3/1860-0/3/1860","field number=LA:NEU&GEV; group number=230"
"MCZ:Ich:2160","Ichthyology","2160","","","Catostomus","Biddeford","Horace Piper","1860-01-01","1860-12-31","United States","Maine","","1860-1860","field number=HP:BIDDEFORD; group number=235"
"MCZ:Ich:4836","Ichthyology","4836","","","Percichthys trucha (Valenciennes, 1833)","Chillán","Hassler Expedition","1872-01-01","1872-12-31","Chile","Biobio Region","","1872-1872","field number=HASS:CHILLA; group number=476"
"MCZ:Ich:7264","Ichthyology","7264","","","Hemisorubim platyrhynchos (Valenciennes, 1840)","Rio Poty (tributary of Rio Parnaiba) at Teresina","Thayer Expedition to Brazil, Orestes H. St. John","1865-12-01","1865-12-31","Brazil","Piaui","","0/12/1865-0/12/1865","field number=THAYER104; group number=267"
"MCZ:Ich:9827","Ichthyology","9827","","Figured","Neoceratodus forsteri (Krefft, 1870)","Bathurst River","[no agent data]","1700-01-01","1994-03-01","Australia","New South Wales","","[no verbatim date data]","field number=KREFFT:BATHURST; group number=52"
"MCZ:Ich:10371","Ichthyology","10371","","","Percichthys pocha","Curicó","Hassler Expedition","1872-01-01","1872-12-31","Chile","Maule Region","","1872-1872","field number=HASS:CURICO; group number=476"
"MCZ:Ich:11044","Ichthyology","11044","","","Parupeneus multifasciatus (Quoy & Gaimard, 1825) ?","off Hawaii","Andrew Garrett","1860-01-01","1860-12-31","United States","Hawaii","Pacific, Eastern Central","1860-1860","field number=GARRETT:SAN; group number=569"
"MCZ:Ich:21594","Ichthyology","21594","","","Hoplias malabaricus (Bloch, 1794)","RIO DAS VELHAS [Rio das Velhas, precise locality unknown]","Thayer Expedition to Brazil, Vianna","1865-01-01","1865-12-31","Brazil","Minas Gerais","","1865-1865","field number=THAYER142; group number=206"
"MCZ:Ich:23321","Ichthyology","23321","","","Dorosoma cepedianum (Le Sueur, 1818)","Burlington","John H. Rauch","1700-01-01","2005-03-01","United States","Iowa","","[no verbatim date data]","field number=RAUCH:IOWA; group number=110; previous number=638"
"MCZ:Ich:24497","Ichthyology","24497","","","Ophicephalus striatus Bloch, 1793","[no specific locality data]","Marcus M. Carleton","1700-01-01","1994-03-01","India","","","[no verbatim date data]","field number=MMC74R:INDIA; group number=413"
"MCZ:Ich:24602","Ichthyology","24602","","Syntype","Hyostoma newmanii Agassiz, 1854","Huntsville, Tennessee River","F. H. Newman","1853-01-01","1853-12-31","United States","Alabama","","1853-1853","field number=JHN:HUNTSVILLE; group number=517; previous number=USNM 1865*"
"MCZ:Ich:24615","Ichthyology","24615","","","Etheostoma flabellare flabellare Rafinesque, 1819","Yellow Creek, Poland","Spencer Fullerton Baird","1830-01-01","1875-01-01","United States","Ohio","","[no verbatim date data]","field number=SFB:YELLOW; group number=517; previous number=USNM 1324*"
"MCZ:Ich:25184","Ichthyology","25184","","","Pristipoma coro","Porto Alegre, Mucuri and environs","Thayer Expedition to Brazil, Charles F. Hartt, Edward Copeland","1866-01-01","1866-12-31","Brazil","Bahia","Atlantic, Southwest","1866-1866","field number=THAYER098; group number=559"
"MCZ:Ich:25189","Ichthyology","25189","","","Porichthys porosissimus (Cuvier, 1829)","RIO DE JANEIRO  [Rio de Janeiro and environs]","Thayer Expedition to Brazil","1865-05-01","1865-05-31","Brazil","Rio de Janeiro","","0/5/1865-0/5/1865","field number=THAYER105A; group number=289"
"MCZ:Ich:24203","Ichthyology","24203","","","Lepisosteus sp.","Florida","[no agent data]","1700-01-01","1991-03-01","United States","Florida","Atlantic, Western Central","[no verbatim date data]","field number=FLORIDA; group number=64"
"MCZ:Ich:24238","Ichthyology","24238","","","Polyodon spathula (Walbaum, 1792)","Burlington or Osage River","[no agent data]","1700-01-01","1994-03-01","United States","Iowa","","[no verbatim date data]","field number=BURLING/OSAGE; group number=60"
"MCZ:Ich:29244","Ichthyology","29244","","","Achirus fasciatus Lacépède, 1802","Woods Hole","Sherman F. Denton","1909-08-02","1909-08-02","United States","Massachusetts","Atlantic, Northwest","2/8/1909-2/8/1909","field number=SFD:WOODS HOLE; group number=773"
"MCZ:Ich:32465","Ichthyology","32465","","","Glyptocephalus stelleri (Schmidt, 1904)","Vladivostok Market","Pacific Fisheries Institute, Vladivostok","1700-01-01","2008-03-01","Russia","","Pacific, Northwest","[no verbatim date data]","field number=VLAD:VLAD M*; group number=770"
"MCZ:Ich:44827","Ichthyology","44827","","","Helicolenus dactylopterus (Delaroche, 1809)","[coordinate data only]","RV Albatross IV 65-02","1965-02-12","1965-02-12","United States","","Slope Water","12/2/1965-12/2/1965","field number=ALB65-2:049; group number=423"
"MCZ:Ich:45146","Ichthyology","45146","","","Notacanthus chemnitzii Bloch, 1788","Tow 21","RV Delaware I 63-01","1963-02-18","1963-02-18","","","Slope Water","18/2/1963-18/2/1963","field number=DL63-01:021; group number=106"
"MCZ:Ich:29893","Ichthyology","29893","","","Unknown","'Riber Alta' NE Bolivia","William C. Farabee","1700-01-01","1994-03-01","Bolivia","","","[no verbatim date data]","field number=WCF:RIBER_ALTA; group number=0"
"MCZ:Ich:42048","Ichthyology","42048","","","Centropristis striata (Linnaeus, 1758)","In Benson's Trap Quissett Harbor, Buzzards Bay, near Woods Hole","[no agent data]","1700-01-01","1993-03-01","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=Z42048; group number=476"
"MCZ:Ich:34156","Ichthyology","34156","","Syntype","Centropomus appendiculatus Poey, 1860","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=473"
"MCZ:Ich:35697","Ichthyology","35697","","","Carcharias taurus Rafinesque, 1810","off New Brunswick","[no agent data]","1908-01-01","1908-12-31","","","Atlantic, Northwest","1908-1908","field number=Z35697; group number=17"
"MCZ:Ich:39661","Ichthyology","39661","","","Pogonias","Mayapan, Yucatan.  Sub fossil ca. 1200-1450.","Carnegie Institute of Washington Maya Expeditions, Clayton E. Ray","1951-01-01","1955-12-31","Mexico","Yucatan","","1951-1955","field number=C.RAY:MAYAPAN; group number=567; previous number=C-54"
"MCZ:Ich:39667","Ichthyology","39667","","","Cichlasoma sp.","Mayapan, Yucatan.  Sub fossil ca. 1200-1450.","Carnegie Institute of Washington Maya Expeditions, Clayton E. Ray","1951-01-01","1955-12-31","Mexico","Yucatan","","1951-1955","field number=C.RAY:MAYAPAN; group number=601; previous number=C-107"
"MCZ:Ich:39669","Ichthyology","39669","","","Centropomus sp.","Mayapan, Yucatan.  Sub fossil ca. 1200-1450.","Carnegie Institute of Washington Maya Expeditions, Clayton E. Ray","1951-01-01","1955-12-31","Mexico","Yucatan","","1951-1955","field number=C.RAY:MAYAPAN; group number=473; previous number=C-90"
"MCZ:Ich:48582","Ichthyology","48582","","","Distichodus rostratus Günther, 1864","Lanto #3","Paul Loiselle","1970-04-19","1970-04-19","Ghana","","","19/4/1970-19/4/1970","field number=PL70-0419; group number=218"
"MCZ:Ich:50961","Ichthyology","50961","","","Mesoborus sp.","Ngowe River, south of Semendua","Tyson R. Roberts, Donald J. Stewart","1973-09-16","1973-09-16","Democratic Republic of the Congo","","","16/9/1973-16/9/1973","field number=R&S73:0916; group number=218"
"MCZ:Ich:51466","Ichthyology","51466","","","Nezumia bairdii (Goode and Bean, 1877)","Norfolk Canyon, Station 28   .","RV James M. Gillis, John A. Musick","1975-09-12","1975-09-12","United States","","Atlantic, Northwest","12/9/1975-12/9/1975","field number=GILLISS75-0828; group number=332"
