 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:25287","Ichthyology","25287","","","Archosargus probatocephalus (Walbaum, 1792)","off coast of South Carolina","[no agent data]","1700-01-01","1882-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=GEM:SC_COAST; group number=565"
"MCZ:Ich:25288","Ichthyology","25288","","","Haemulon arcuatum","off South Carolina","[no agent data]","1700-01-01","1989-03-01","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=Z25288; group number=559"
"MCZ:Ich:25316","Ichthyology","25316","","","Morone saxatilis (Walbaum, 1792)","from Anderson School, Penikese Island.","[no agent data]","1873-01-01","1873-12-31","","","Atlantic, Northwest","1873-1873","field number=ANDERSON1873; group number=476"
"MCZ:Ich:25562","Ichthyology","25562","","","Nematistius pectoralis Gill, 1862","Magdalena Bay","[no agent data]","1700-01-01","1994-03-01","Mexico","Baja California","Pacific, Eastern Central","[no verbatim date data]","field number=GEM:MAGDALENA; group number=532"
"MCZ:Ich:25759","Ichthyology","25759","","","Micropterus salmoides (Lacépède, 1802)","St. Johns River","Gabriel E. Manigault","1883-01-01","1883-12-31","United States","Florida","","1883-1883","field number=GEM:ST.JOHNSRIV; group number=509"
"MCZ:Ich:29207","Ichthyology","29207","","","Chaetodon ocellatus Bloch, 1787","New Providence, Nassau","Sherman F. Denton","1700-01-01","1992-03-01","Commonwealth of the Bahamas","","Atlantic, Western Central","[no verbatim date data]","field number=SFD:NASSAU; group number=589"
"MCZ:Ich:29221","Ichthyology","29221","","","Polydactylus virginicus (Linnaeus, 1758)","New Providence, Nassau","Sherman F. Denton","1700-01-01","1992-03-01","Commonwealth of the Bahamas","","Atlantic, Western Central","[no verbatim date data]","field number=SFD:NASSAU; group number=625"
"MCZ:Ich:29360","Ichthyology","29360","","","Capros aper (Linnaeus, 1758)","off Plymouth","Sherman F. Denton","1909-12-28","1909-12-28","United Kingdom","","Atlantic, Northeast","28/12/1909-28/12/1909","field number=SFD:PLYMOUTH UK; group number=385"
"MCZ:Ich:36325","Ichthyology","36325","","","Narcacion nobilianus (Bonaparte, 1835)","Menemsha Bight","William C. Schroeder","1945-07-16","1945-07-16","","","Atlantic, Northwest","16/7/1945-16/7/1945","field number=WCS1945:0716; group number=46"
"MCZ:Ich:29885","Ichthyology","29885","","","Phanerodon furcatus Girard, 1854","Monterey Bay, off Mussel Point","Sherman F. Denton","1908-09-08","1908-09-08","United States","California","Pacific, Eastern Central","8/9/1908-8/9/1908","field number=SFD:MONTEREY; group number=599"
"MCZ:Ich:34155","Ichthyology","34155","","Holotype","Hynnis cubensis Poey, 1860","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=533"
"MCZ:Ich:34158","Ichthyology","34158","","Syntype","Serranus falcatus Poey, 1860:138","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=476"
"MCZ:Ich:34603","Ichthyology","34603","","","Myxine glutinosa Linnaeus, 1758","off New Hampsire/Maine coast","RV Albatross II, William C. Schroeder","1928-08-23","1928-08-23","United States","","Gulf of Maine","23/8/1928-23/8/1928","field number=ALBAII-20368; group number=7"
"MCZ:Ich:S-642","Ichthyology","S-642","","","Rhinobatos","San Diego","Hassler Expedition","1872-01-01","1872-12-31","United States","California","Pacific, Eastern Central","1872-1872","field number=HASS:SDIEGO; group number=34; previous number=MCZ 642-S"
"MCZ:Ich:S-641","Ichthyology","S-641","","Figured","Trygon","Buzzard's Bay","Samuel Walton Garman","1873-08-01","1873-08-31","United States","Massachusetts","Atlantic, Northwest","0/8/1873-0/8/1873","field number=SG:BUZZBAY; group number=40; previous number=MCZ 641-S"
"MCZ:Ich:S-286","Ichthyology","S-286","","","Elasmobranchii sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=51; previous number=MCZ 286-S"
"MCZ:Ich:S-270","Ichthyology","S-270","","","Elasmobranchii sp.","Mejillones","William H. A. Putnam","1700-01-01","1875-12-31","Chile","","Pacific, Southeast","[no verbatim date data]","field number=CP:MEJILLONES; group number=51; previous number=MCZ 270-S"
"MCZ:Ich:S-258","Ichthyology","S-258","","","Acanthias sp.","Bay of Fundy, Grand Manan Island","Addison Emery Verrill","1859-01-01","1859-12-31","Canada","","Atlantic, Northwest","1859-1859","field number=VERRILL:GMANAN; group number=28; previous number=MCZ 258-S"
"MCZ:Ich:S-1198","Ichthyology","S-1198","","","Odontaspis","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=17; previous number=MCZ 1198-S"
"MCZ:Ich:S-1196","Ichthyology","S-1196","","","Odontaspis","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=17; previous number=MCZ 1196-S"
"MCZ:Ich:S-1185","Ichthyology","S-1185","","","Odontaspis","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=17; previous number=MCZ 1185-S"
"MCZ:Ich:S-1179","Ichthyology","S-1179","","","Odontaspis","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=17; previous number=MCZ 1179-S"
"MCZ:Ich:S-1148","Ichthyology","S-1148","","","Elasmobranchii sp.","Whale Cay","Thomas Barbour","1904-01-01","1904-12-31","Commonwealth of the Bahamas","","Atlantic, Western Central","1904-1904","field number=TB:WHALE; group number=51; previous number=MCZ 1148-S"
"MCZ:Ich:S-1132","Ichthyology","S-1132","","","Odontaspis","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=17; previous number=MCZ 1132-S; '5'"
"MCZ:Ich:S-852","Ichthyology","S-852","","","Lamna","Martha's Vineyard, Edgartown   (received in mid-1800s)","[no agent data]","1700-01-01","1996-03-01","","","Atlantic, Northwest","[no verbatim date data]","field number=EDGARTOWN; group number=21; previous number=MCZ 852-S"
"MCZ:Ich:S-843","Ichthyology","S-843","","","Aetobatus","Port of Santos","Thayer Expedition to Brazil, [no agent data]","1865-01-01","1865-12-31","Brazil","Sao Paulo","Atlantic, Southwest","1865-1865","field number=THAYER121; group number=43; previous number=MCZ 843-S"
"MCZ:Ich:S-800","Ichthyology","S-800","","Holotype","Chlamydoselachus anguineus Garman, 1885","[no specific locality data]","[no agent data]","1700-01-01","1884-01-31","Japan","","Pacific, Northwest","[no verbatim date data]","field number=HAW:JAPAN; group number=12; previous number=MCZ 800-S"
"MCZ:Ich:S-770","Ichthyology","S-770","","","Acanthias americanus Storer, 1846","Massachusetts Bay, off Nahant","Louis Agassiz","1867-01-01","1867-12-31","United States","Massachusetts","Gulf of Maine","1867-1867","field number=LA:MASSBAY; group number=28; previous number=MCZ 770-S"
"MCZ:Ich:38600","Ichthyology","38600","","","Trygonorrhina fasciata","New South Wales","John K. Howard","1952-01-01","1953-12-31","Australia","New South Wales","Pacific, Southwest","[no verbatim date data]","field number=JKH:1954; group number=34"
"MCZ:Ich:43094","Ichthyology","43094","","Syntype","Hadropterus nigrofasciatus Agassiz, 1854","Near Mobile","Albert Stein","1853-04-01","1853-04-30","United States","Alabama","","0/4/1853-0/4/1853","field number=AS:MOBILE; group number=517; previous number=MCZ 24603"
"MCZ:Ich:39677","Ichthyology","39677","","","Ariopsis felis (Linnaeus, 1766)","Mayapan, Yucatan.  Sub fossil ca. 1200-1450.","Carnegie Institute of Washington Maya Expeditions, Clayton E. Ray","1951-01-01","1955-12-31","Mexico","Yucatan","","1951-1955","field number=C.RAY:MAYAPAN; group number=262; previous number=A-11"
"MCZ:Ich:43999","Ichthyology","43999","","","Ephippus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=583"
"MCZ:Ich:50957","Ichthyology","50957","","","Barbus","Ngowe River, south of Semendua","Tyson R. Roberts, Donald J. Stewart","1973-09-16","1973-09-16","Democratic Republic of the Congo","","","16/9/1973-16/9/1973","field number=R&S73:0916; group number=230"
"MCZ:Ich:69795","Ichthyology","69795","","","Parabassogigas","Azores-Britain","RV G.W. Pierce II","1986-10-22","1986-10-22","","","Atlantic, Northeast","22/10/1986-22/10/1986","field number=MARE39; group number=323"
"MCZ:Ich:96421","Ichthyology","96421","","","Emmelichthys chryselis","[no specific locality data]","[no agent data]","1700-01-01","1991-03-01","","","Mediterranean Sea","[no verbatim date data]","field number=Z96421; group number=549"
"MCZ:Ich:85766","Ichthyology","85766","","","Polypterus sp.","Lake Albert, harbor at Butiaba","Roger C. Wood","1700-01-01","1988-03-01","Uganda","","","[no verbatim date data]","field number=RW:BUTIABA; group number=58"
"MCZ:Ich:90878","Ichthyology","90878","","","Crenicichla","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=601"
"MCZ:Ich:86448","Ichthyology","86448","","","Melanogrammus aeglefinus (Linnaeus, 1758)","Georges Bank via New Bedford Fish Market","Paul Boutin","1967-07-01","1967-07-31","","","Atlantic Ocean","0/7/1967-0/7/1967","field number=Z86445; group number=319"
"MCZ:Ich:95270","Ichthyology","95270","","","Scopelogadus beanii (Günther, 1887)","West fringe cold-core ring 'Bob'","RV Knorr 65","1977-04-20","1977-04-20","High Seas","","Atlantic, Northwest","20/4/1977-20/4/1977","field number=MOC10-030,0; group number=363"
"MCZ:Ich:91328","Ichthyology","91328","","","Colossoma","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=204"
"MCZ:Ich:101029","Ichthyology","101029","","","Lithodoras dorsalis (Valenciennes, 1840)","PARA [Belem and environs]","Thayer Expedition to Brazil","1865-08-01","1865-08-31","Brazil","Para","","0/8/1865-0/8/1865","field number=THAYER080A; group number=263"
"MCZ:Ich:101547","Ichthyology","101547","","","Semotilus atromaculatus (Mitchill, 1818)","Mud Pond, T6 R12 WELS (Dover-Foxcroft)","E-Map Program, US Environmental Protection Agency","1993-07-21","1993-07-21","United States","Maine","","21/7/1993-21/7/1993","field number=EMAP93:ME521; group number=230"
"MCZ:Ich:106938","Ichthyology","106938","","","Lobianchia gemellarii","Center of cold-core ring 'Bob'","RV Knorr 65","1977-04-21","1977-04-21","High Seas","","Atlantic, Northwest","21/4/1977-21/4/1977","field number=MOC10-031,0; group number=176"
"MCZ:Ich:99482","Ichthyology","99482","","","Lophius americanus Valenciennes, 1837","Prepared from market specimens obtained in Ontario, Canada","Franklin D. Ross","1700-01-01","1992-08-31","","","Atlantic Ocean","[no verbatim date data]","field number=FDR:SKELETAL; group number=293; previous number=FWS8437"
"MCZ:Ich:99485","Ichthyology","99485","","","Conger oceanicus (Mitchill, 1818)","Prepared from market specimens obtained in Ontario, Canada","Franklin D. Ross","1700-01-01","1992-08-31","","","Atlantic Ocean","[no verbatim date data]","field number=FDR:SKELETAL; group number=85; previous number=FWS8365"
"MCZ:Ich:137557","Ichthyology","137557","","","Rhacochilus toxotes Agassiz, 1854","Mendocino","Alexander Agassiz","1860-01-01","1860-12-31","United States","California","Pacific, Eastern Central","1860-1860","field number=AA:MENDOCINE; group number=599"
"MCZ:Ich:155395","Ichthyology","155395","","","Serranidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=476"
"MCZ:Ich:155933","Ichthyology","155933","","","Coryphaena hippurus Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=535"
"MCZ:Ich:160142","Ichthyology","160142","","","Menticirrhus saxatilis (Bloch and Schneider, 1801)","Station 62","RV Albatross IV","2001-09-10","2001-09-10","","","Mid Atlantic Bight, Slope Water","10/9/2001-10/9/2001","field number=AL01-10:062; group number=567; previous number=PGB-30"
"MCZ:Ich:160177","Ichthyology","160177","","","Antigonia capros Lowe, 1843","Station 19","RV Albatross IV","2001-09-07","2001-09-07","United States","","Atlantic, Northwest","7/9/2001-7/9/2001","field number=AL01-10:019; group number=385; previous number=PGB-49"
"MCZ:Ich:160180","Ichthyology","160180","","","Trachinocephalus myops (Forster, 1801)","Station 36","RV Albatross IV","2001-09-08","2001-09-08","","","Mid Atlantic Bight, Slope Water","8/9/2001-8/9/2001","field number=AL01-10:036; group number=163; previous number=PGB-45"
"MCZ:Ich:160185","Ichthyology","160185","","","Nemichthys scolopaceus Richardson, 1848","Station 25","RV Albatross IV","2001-09-07","2001-09-07","","","Mid Atlantic Bight, Slope Water","7/9/2001-7/9/2001","field number=AL01-10:025; group number=96; previous number=PGB-53"
"MCZ:Ich:160186","Ichthyology","160186","","","Ophichthus cruentifer (Goode & Bean, 1896)","Station 14","RV Albatross IV","2001-09-06","2001-09-06","","","Mid Atlantic Bight, Slope Water","6/9/2001-6/9/2001","field number=AL01-10:014; group number=87; previous number=PGB-54"
"MCZ:Ich:160932","Ichthyology","160932","","","Gephyroberyx darwini (Johnson, 1866)","Hydrographer Canyon","FV Scamp II","2000-01-01","2000-12-31","United States","Massachusetts","Atlantic, Northwest","2000-2000","field number=SC2000:ROUGHY; group number=369; previous number=PGB-62"
"MCZ:Ich:157080","Ichthyology","157080","","","Lepomis macrochirus Baird & Girard","Sudbury River, Wayland","Tonya Largy","1999-06-29","1999-06-29","United States","Massachusetts","","29/6/1999-29/6/1999","field number=LARGY1999:0629; group number=509"
"MCZ:Ich:152801","Ichthyology","152801","","","Salmo salar Linnaeus, 1758","Bangor","A. C. Hamlin","1855-12-01","1855-12-31","United States","Maine","","0/12/1855-0/12/1855","field number=ACH:BANGOR; group number=129"
"MCZ:Ich:157222","Ichthyology","157222","","","Esox niger Lesueur, 1818","Sudbury River, Wayland","Tonya Largy","1993-07-04","1993-07-04","United States","Massachusetts","","4/7/1993-4/7/1993","field number=LARGY1993:0704; group number=145; previous number=15"
"MCZ:Ich:157368","Ichthyology","157368","","","Limanda ferruginea (Storer, 1839)","[coordinate data only]","RV Albatross IV","1995-08-15","1995-08-15","","","Gulf of Maine","15/8/1995-15/8/1995","field number=AL95-10:003; group number=770"
"MCZ:Ich:157584","Ichthyology","157584","","","Lota lota (Linnaeus, 1758)","New Found Lake","William W. Amaral","1986-03-01","1986-03-01","United States","New Hampshire","","1/3/1986-1/3/1986","field number=AMARAL1986:0301; group number=319"
"MCZ:Ich:153641","Ichthyology","153641","","","Thunnus thynnus (Linnaeus, 1758)","Cape Cod, Provincetown","Frank G. Carey","1967-08-01","1967-08-31","","","Atlantic, Northwest","0/8/1967-0/8/1967","field number=CAPECOD1967:08; group number=733"
"MCZ:Ich:153646","Ichthyology","153646","","","Thunnus thynnus (Linnaeus, 1758)","Cape Cod, Provincetown","Frank G. Carey","1968-08-15","1968-08-15","","","Atlantic, Northwest","15/8/1968-15/8/1968","field number=CAPECOD1968:158; group number=733; previous number=134"
"MCZ:Ich:153663","Ichthyology","153663","","","Rhinobatos percellens (Walbaum, 1792)","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","Brazil","","Atlantic, Southwest","[no verbatim date data]","field number=BRAZIL; group number=34; previous number=?030?"
"MCZ:Ich:153684","Ichthyology","153684","","","Amia calva Linnaeus, 1766","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=62; previous number=?37?"
"MCZ:Ich:153707","Ichthyology","153707","","","Lepisosteus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=64"
"MCZ:Ich:153710","Ichthyology","153710","","","Megalops sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=66"
"MCZ:Ich:153713","Ichthyology","153713","","","Anguilla rostrata (Lesueur, 1817)","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","United States","Massachusetts","","[no verbatim date data]","field number=MASSACHUSETTS; group number=70"
"MCZ:Ich:153723","Ichthyology","153723","","","Alosa pseudoharengus (Wilson, 1811)","Woods Hole, Trunk River Herring Run","Barbara Jones","1964-04-18","1964-04-18","United States","Massachusetts","","18/4/1964","field number=JONESB1964:0418; group number=110; previous number=118"
"MCZ:Ich:153753","Ichthyology","153753","","","Osmerus mordax (Mitchill, 1814)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=131"
"MCZ:Ich:153761","Ichthyology","153761","","","Esox niger Lesueur, 1818","Boston","[no agent data]","1847-01-01","1847-12-31","United States","Massachusetts","","1847-1847","field number=BOSTON1847; group number=145"
"MCZ:Ich:153764","Ichthyology","153764","","","Esox sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=145"
"MCZ:Ich:153765","Ichthyology","153765","","","Esox sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=145"
"MCZ:Ich:153774","Ichthyology","153774","","","Osmerus eperlanus (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=131"
"MCZ:Ich:153804","Ichthyology","153804","","","Chondrostoma sp.","[no specific locality data]","[no agent data]","1700-01-01","1870-12-31","","","","[no verbatim date data]","field number=EUROPE; group number=230"
"MCZ:Ich:153917","Ichthyology","153917","","","Catostomus commersonii (Lacépède, 1803)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=235"
"MCZ:Ich:153931","Ichthyology","153931","","","Aelurichthys gronovii","Para [Belem and environs]","Thayer Expedition to Brazil, Louis Agassiz","1865-08-10","1865-08-18","Brazil","Para","","10/8/1865-18/8/1865","field number=THAYER079; group number=262"
"MCZ:Ich:153942","Ichthyology","153942","","","Ariidae sp.","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=262"
"MCZ:Ich:153950","Ichthyology","153950","","","Oxydoras niger (Valenciennes, 1821)","Lago Hyanuary, Parana do Janauari","Thayer Expedition to Brazil, Louis Agassiz","1865-10-27","1865-10-29","Brazil","Amazonas","","27/10/1865-29/10/1865","field number=THAYER038; group number=263"
"MCZ:Ich:153962","Ichthyology","153962","","","Porichthys notatus Girard, 1854","San Francisco","Alexander Agassiz","1700-01-01","2005-03-01","United States","California","Pacific, Eastern Central","[no verbatim date data]","field number=AA:SANFRAN; group number=289"
"MCZ:Ich:162471","Ichthyology","162471","","","Scardinius erythrophthalmus (Linnaeus, 1758)","Charles River, Boston side, 1/4 upstream of Newell Boathouse","Karsten E. Hartel","2002-05-08","2002-05-08","United States","Massachusetts","","8/5/2002-8/5/2002","field number=KEH2002:0508; group number=230; previous number=PGB-64"
"MCZ:Ich:162472","Ichthyology","162472","","","Sardina pilchardus (Walbaum, 1792)","Bought at local market by P. Burns","[no agent data]","1700-01-01","2002-03-01","","","Atlantic Ocean","[no verbatim date data]","field number=PGB-MARKET; group number=110; previous number=PGB-65"
"MCZ:Ich:153975","Ichthyology","153975","","","Gadus morhua Linnaeus, 1758","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=319"
"MCZ:Ich:153976","Ichthyology","153976","","","Gadus morhua Linnaeus, 1758","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=319"
"MCZ:Ich:153984","Ichthyology","153984","","","Gadus morhua Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=319"
"MCZ:Ich:154007","Ichthyology","154007","","","Gadidae sp.","Grand Manan Island","Addison Emery Verrill","1858-01-01","1859-12-31","Canada","","Atlantic, Northwest","1858-1859","field number=AEV:GRANDMENAN; group number=319"
"MCZ:Ich:154013","Ichthyology","154013","","","Ogcocephalus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=298"
"MCZ:Ich:154022","Ichthyology","154022","","","Zoarces americanus (Bloch and Schneider, 1801)","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=330"
"MCZ:Ich:154027","Ichthyology","154027","","","Zoarces americanus (Bloch and Schneider, 1801)","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=330"
"MCZ:Ich:154028","Ichthyology","154028","","","Zoarces americanus (Bloch and Schneider, 1801)","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=330"
"MCZ:Ich:154030","Ichthyology","154030","","","Merluccius sp.","San Francisco","Thomas G. Cary, Jr.","1856-01-01","1862-12-31","United States","California","Pacific, Eastern Central","1856-1862","field number=TGC:SAN_FRAN; group number=321"
"MCZ:Ich:154031","Ichthyology","154031","","","Synodontis sp.","Kaiso beach, Lake Albert","Roger C. Wood","1700-01-01","1998-03-01","Uganda","","","[no verbatim date data]","field number=RW:KAISO; group number=261"
"MCZ:Ich:154036","Ichthyology","154036","","","Hemiramphus sp.","[no specific locality data]","Commadore Perry","1848-01-01","1848-12-31","","","Gulf of Mexico","1848","field number=PERRY:GMEX; group number=334"
"MCZ:Ich:154042","Ichthyology","154042","","","Tylosurus acus (Lacépède, 1803)","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=336"
"MCZ:Ich:154052","Ichthyology","154052","","","Fundulus diaphanus (Lesueur, 1817)","Fresh Pond, Cambridge","[no agent data]","1852-01-01","1852-12-31","United States","Massachusetts","","1852","field number=FRESHPOND1852; group number=343"
"MCZ:Ich:154053","Ichthyology","154053","","","Fundulus majalis (Walbaum, 1792)","Cambridge","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","","[no verbatim date data]","field number=CAMBRIDGE; group number=343"
"MCZ:Ich:154057","Ichthyology","154057","","","Heterandria sp.","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=347"
"MCZ:Ich:154083","Ichthyology","154083","","","Solegnathus hardwickii (Gray, 1830)","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","China","","Pacific, Northwest","[no verbatim date data]","field number=CHINA; group number=410"
"MCZ:Ich:154089","Ichthyology","154089","","","Hippocampus sp.","Calapan, Mindora","Pedro de Mesa","1933-01-01","1933-12-31","Philippines","","Pacific, Western Central","1933-1933","field number=PDM1933:CALAPAN; group number=410"
"MCZ:Ich:154094","Ichthyology","154094","","","Scorpaena rascacio Poey, 1860","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=423"
"MCZ:Ich:154112","Ichthyology","154112","","","Prionotus carolinus (Linnaeus, 1771)","Waquoit, Barnstable","Louis Agassiz","1871-03-01","1871-03-31","United States","Massachusetts","Atlantic, Northwest","0/3/1871-0/3/1871","field number=LA:WAQUOIT; group number=424"
"MCZ:Ich:154127","Ichthyology","154127","","","Hemitripterus americanus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=445"
"MCZ:Ich:154136","Ichthyology","154136","","","Leptocottus armatus Girard 1854","[no specific locality data]","Thomas G. Cary, Jr.","1856-01-01","1856-12-31","","","Pacific, Eastern Central","1856-1856","field number=TGC:CALIF1856; group number=445"
"MCZ:Ich:154140","Ichthyology","154140","","","Cottidae sp.","Grand Manan Island","Addison Emery Verrill","1858-01-01","1859-12-31","Canada","","Atlantic, Northwest","1858-1859","field number=AEV:GRANDMENAN; group number=445"
"MCZ:Ich:154151","Ichthyology","154151","","","Scorpaenichthys marmoratus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=445"
"MCZ:Ich:154167","Ichthyology","154167","","","Centropomus appendiculatus Poey, 1860","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=473"
"MCZ:Ich:154182","Ichthyology","154182","","","Anthias anthias (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=476"
"MCZ:Ich:154183","Ichthyology","154183","","","Centropristis striata (Linnaeus, 1758)","Martha's Vineyard, Menemsha Bight","FV Cap'n Bill III","1966-08-15","1966-08-15","United States","Massachusetts","Atlantic, Northwest","15/8/1966-15/8/1966","field number=CB1966:0815; group number=476; previous number=129"
"MCZ:Ich:154185","Ichthyology","154185","","","Centropristis striata (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=476"
"MCZ:Ich:154188","Ichthyology","154188","","","Diplectrum formosum (Linnaeus, 1766)","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=476"
"MCZ:Ich:154201","Ichthyology","154201","","","Morone sp.","UNITED STATES","[no agent data]","1700-01-01","1998-03-01","United States","","","[no verbatim date data]","field number=USA; group number=476"
"MCZ:Ich:154210","Ichthyology","154210","","","Centrarchus macropterus (Lacépède, 1801)","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=509; previous number=1025"
"MCZ:Ich:154225","Ichthyology","154225","","","Micropterus salmoides (Lacépède, 1802)","[no specific locality data]","[no agent data]","1860-07-01","1860-07-31","","","","0/7/1860-0/7/1860","field number=1860:07; group number=509"
"MCZ:Ich:154231","Ichthyology","154231","","","Centrarchus sp.","Western States","[no agent data]","1700-01-01","1998-03-01","United States","","","[no verbatim date data]","field number=WESTERN_STATES; group number=509"
"MCZ:Ich:154235","Ichthyology","154235","","","Pomoxis sp.","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=509"
"MCZ:Ich:154254","Ichthyology","154254","","","Pomatomus saltatrix (Linnaeus, 1766)","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=527"
"MCZ:Ich:154265","Ichthyology","154265","","","Hyostoma newmanii Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=517; previous number=245"
"MCZ:Ich:154266","Ichthyology","154266","","","Etheostoma sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=517; previous number=116"
"MCZ:Ich:154271","Ichthyology","154271","","","Rachycentron canadum (Linnaeus, 1766)","From a N. Carolina fishing boat that came into New Bedford for repairs","[no agent data]","1964-05-27","1964-05-27","United States","North Carolina","Atlantic, Northwest","27/5/1964","field number=WHOI1964:0527; group number=529"
"MCZ:Ich:154273","Ichthyology","154273","","","Fundulus sp.","Key West","[no agent data]","1700-01-01","1998-03-01","United States","Florida","Atlantic, Western Central","[no verbatim date data]","field number=KEY WEST; group number=343"
