 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:167481","Ichthyology","167481","","","Platybelone argalus (Lesueur, 1821)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=336"
"MCZ:Ich:167483","Ichthyology","167483","","","Beloniformes sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=336"
"MCZ:Ich:169253","Ichthyology","169253","","","Etheostoma nigrum Rafinesque, 1820","Williams Creek at CR 2900 E ~1 mi S Augusta","Rose Carlson","2008-08-18","2008-08-18","United States","Illinois","","18-Aug-2008","field number=RLC0824; group number=517"
"MCZ:Ich:170554","Ichthyology","170554","","","Hippocampus sp.","[no specific locality data]","[no agent data]","1700-01-01","2013-04-29","","","","[no verbatim date data]","field number=NODATA; group number=410"
"MCZ:Ich:170558","Ichthyology","170558","","","Auchenipterus britskii Vari and Ferraris","Parana de Janauaca","William L. Fink, and party","1976-12-07","1976-12-07","Brazil","Amazonas","","7/12/1976-7/12/1976","field number=WLF7617; group number=264"
"MCZ:Ich:170994","Ichthyology","170994","","","Remora remora (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1700-01-01","2013-09-30","","","","[no verbatim date data]","group number=531"
"MCZ:Ich:171509","Ichthyology","171509","","","Etheostoma nigrum Rafinesque, 1820","Bull Mountain Creek (downstream from RLC08-04) at unnamed road off of St. Hwy 19 ~3 mi S Vina","Rose Carlson","2008-08-13","2008-08-13","United States","Alabama","","13-Aug-2008","field number=RLC086; group number=517"
"MCZ:Ich:172171","Ichthyology","172171","","","Zebrasoma flavescens (Bennett, 1828)","[no specific locality data]","[no agent data]","1700-01-01","2018-03-21","","","","[no verbatim date data]","group number=725"
"MCZ:Ich:95768","Ichthyology","95768","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=B34"
"MCZ:Ich:95771","Ichthyology","95771","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=B37"
"MCZ:Ich:95778","Ichthyology","95778","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A29"
"MCZ:Ich:95782","Ichthyology","95782","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A33"
"MCZ:Ich:95785","Ichthyology","95785","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A36"
"MCZ:Ich:95817","Ichthyology","95817","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=C22A"
"MCZ:Ich:95822","Ichthyology","95822","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=B23C"
"MCZ:Ich:95837","Ichthyology","95837","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A34F"
"MCZ:Ich:95838","Ichthyology","95838","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A35B"
"MCZ:Ich:91806","Ichthyology","91806","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-07","1989-02-07","","","Pacific, Eastern Central","7/2/1989-7/2/1989","field number=ES:SD89-3; group number=599; previous number=SD3 1A"
"MCZ:Ich:91808","Ichthyology","91808","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 4B"
"MCZ:Ich:91812","Ichthyology","91812","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 14A"
"MCZ:Ich:91816","Ichthyology","91816","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 11A"
"MCZ:Ich:91821","Ichthyology","91821","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 40B"
"MCZ:Ich:91824","Ichthyology","91824","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-03-20","1989-03-20","","","Pacific, Eastern Central","20/3/1989-20/3/1989","field number=ES:SD89-5; group number=599; previous number=SD5 8B"
"MCZ:Ich:91833","Ichthyology","91833","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 20C"
"MCZ:Ich:91856","Ichthyology","91856","","","Micrometrus minimus (Gibbons, 1854)","Tomales Bay","Eric T. Schultz","1986-01-01","1986-12-31","","","Pacific, Eastern Central","1986-1986","field number=ES:SF86; group number=599; previous number=SF10 125"
"MCZ:Ich:91863","Ichthyology","91863","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-07","1989-02-07","","","Pacific, Eastern Central","7/2/1989-7/2/1989","field number=ES:SD89-3; group number=599; previous number=SD3 2A"
"MCZ:Ich:91865","Ichthyology","91865","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-07","1989-02-07","","","Pacific, Eastern Central","7/2/1989-7/2/1989","field number=ES:SD89-3; group number=599; previous number=SD3 15A"
"MCZ:Ich:91874","Ichthyology","91874","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-03-20","1989-03-20","","","Pacific, Eastern Central","20/3/1989-20/3/1989","field number=ES:SD89-5; group number=599; previous number=SD5 16B"
"MCZ:Ich:91876","Ichthyology","91876","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-03-20","1989-03-20","","","Pacific, Eastern Central","20/3/1989-20/3/1989","field number=ES:SD89-5; group number=599; previous number=SD5 14B"
"MCZ:Ich:87585","Ichthyology","87585","","","Balistes vetula Linnaeus, 1758","Florida Current - St Augustine Section","James E. Craddock, RV Oceanus 055","1979-02-14","1979-02-14","United States","","Atlantic, Western Central","14/2/1979-14/2/1979","field number=MOC10-134,0; group number=778"
"MCZ:Ich:92211","Ichthyology","92211","","Voucher","Ophidion marginatum","","RV Delaware II","1986-10-02","1986-10-02","","","Mid-Atlantic Bight","2/10/1986-2/10/1986","field number=DL86-08:124; group number=323"
"MCZ:Ich:92215","Ichthyology","92215","","Voucher","Ophidion marginatum","[no specific locality data]","RV Albatross IV","1984-09-22","1984-09-22","United States","","Mid Atlantic Bight, Slope Water","22/9/1984-22/9/1984","field number=AL84-08:105; group number=323"
"MCZ:Ich:92234","Ichthyology","92234","","Voucher","Lepophidium profundorum (Gill, 1863)","[coordinate data only]","RV Delaware II","1985-09-15","1985-09-15","United States","","Georges Bank","15/9/1985-15/9/1985","field number=DL85-07:133; group number=323"
"MCZ:Ich:92235","Ichthyology","92235","","Voucher","Lepophidium profundorum (Gill, 1863)","[coordinate data only]","RV Delaware II","1985-09-15","1985-09-15","United States","","Georges Bank","15/9/1985-15/9/1985","field number=DL85-07:133; group number=323"
"MCZ:Ich:92238","Ichthyology","92238","","Voucher","Lepophidium profundorum (Gill, 1863)","[coordinate data only]","RV Albatross IV","1984-10-04","1984-10-04","United States","","So. New England","4/10/1984-4/10/1984","field number=AL84-08:201; group number=323"
"MCZ:Ich:113545","Ichthyology","113545","","","Amblyglyphidodon leucogaster (Bleeker, 1847)","[no specific locality data]","Patrick L. Colin","1986-04-04","1986-04-04","","","","4/4/1986-4/4/1986","field number=PC1986:0403; group number=603; previous number=#2"
"MCZ:Ich:113546","Ichthyology","113546","","","Amblyglyphidodon leucogaster (Bleeker, 1847)","[no specific locality data]","Patrick L. Colin","1986-04-04","1986-04-04","","","","4/4/1986-4/4/1986","field number=PC1986:0403; group number=603; previous number=#3"
"MCZ:Ich:113549","Ichthyology","113549","","","Cheilodipterus quiquilineata","[no specific locality data]","Patrick L. Colin","1986-11-07","1986-11-07","","","","7/11/1986-7/11/1986","field number=PC1986:1107; group number=513; previous number=#2"
"MCZ:Ich:113552","Ichthyology","113552","","","Cheilodipterus quiquilineata","[no specific locality data]","Patrick L. Colin","1986-11-07","1986-11-07","","","","7/11/1986-7/11/1986","field number=PC1986:1107; group number=513; previous number=#8"
"MCZ:Ich:100608","Ichthyology","100608","","","Pundamilia nyererei (Witte-Maas & Witte, 1985)","Lake Victoria: Takawiri Island (off Mfwangano Island), Takawiri Beach","Lake Victoria Research Team, Alistair E. Economakis, Mr. Odada","1992-07-06","1992-07-06","Kenya","","","6/7/1992-6/7/1992","field number=V-TAKAW92:0706; group number=601; previous number=Z-14463, 47, 52"
"MCZ:Ich:100678","Ichthyology","100678","","","Gasteropelacidae sp.","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=212"
"MCZ:Ich:100760","Ichthyology","100760","","","Ceratostethus bicornis (Regan, 1916)","Roadside ditch, 2 km. from Tah Chalap, on road from Chantiburi City.","Tyson R. Roberts","1970-05-05","1970-05-05","Thailand","Chanthaburi","","5/5/1970-5/5/1970","field number=TRR70:0505; group number=354; previous number=MCZ 47304 A"
"MCZ:Ich:100905","Ichthyology","100905","","","Platytaeniodus degei","Lake Victoria: Nyegezi Fisheries Institute, Mwanza Gulf.","Gillian Kendall, Robert L. Dorit","1983-07-19","1983-07-21","Tanzania","","","19/7/1983-21/7/1983","field number=RLD:83-T05A; group number=601; previous number=Z-25066"
"MCZ:Ich:100970","Ichthyology","100970","","","Hemilepidotus","fishes from Vancouver Aquarium,  Canada, collected locally.","J.B. Marliave","1993-01-01","1993-12-31","Canada","British Columbia","Pacific, Northeast","1993-1993","field number=JM:VANCOUVER; group number=445; previous number=02-11-91 B1"
"MCZ:Ich:100972","Ichthyology","100972","","","Hemilepidotus","fishes from Vancouver Aquarium,  Canada, collected locally.","J.B. Marliave","1993-01-01","1993-12-31","Canada","British Columbia","Pacific, Northeast","1993-1993","field number=JM:VANCOUVER; group number=445; previous number=03-09-91 B1"
"MCZ:Ich:105666","Ichthyology","105666","","","Myctophum punctatum Rafinesque 1810","off Azores, Portugal","RV Delaware I 63-04","1963-05-13","1963-05-14","","","Atlantic, Northeast","13/5/1963-14/5/1963","field number=DL63-04:013; group number=176"
"MCZ:Ich:110069","Ichthyology","110069","","","Pseudopleuronectes americanus (Walbaum, 1792)","Laboratory reared: hatched 9 Mar 1988","Grace Klein-MacPhee","1988-03-09","1988-03-09","","","","[no verbatim date data]","field number=GK-MCF/88:0309; group number=770"
"MCZ:Ich:101622","Ichthyology","101622","","","Lepomis auritus (Linnaeus, 1758)","Outlet of Sampson Lake, 0.6 mi W of Graham on Fla 18.","Robert H. Gibbs, William H. Krueger","1961-03-27","1961-03-27","United States","Florida","","27/3/1961-27/3/1961","field number=RHG6109; group number=509"
"MCZ:Ich:106487","Ichthyology","106487","","","Myctophum asperum Richardson, 1844-48","[coordinate data only]","James E. Craddock, RV Atlantis II 020","1966-02-26","1966-02-26","High Seas","","Atlantic, Eastern Central","26/2/1966-26/2/1966","field number=SUN1207; group number=176"
"MCZ:Ich:98426","Ichthyology","98426","","","Vandellia","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=274"
"MCZ:Ich:107590","Ichthyology","107590","","","Lobianchia dofleini (Zugmayer, 1911)","[coordinate data only]","Richard H. Backus, RV Chain 032","1962-09-15","1962-09-15","","","Slope Water","15/9/1962-15/9/1962","field number=RHB0860; group number=176"
"MCZ:Ich:103459","Ichthyology","103459","","","Ammodytes hexapterus Pallas, 1814","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=698; previous number=1GI86 G025A 6B3"
"MCZ:Ich:103461","Ichthyology","103461","","","Ammodytes hexapterus Pallas, 1814","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=698; previous number=2MF85 G135A 6B3"
"MCZ:Ich:99773","Ichthyology","99773","","","Chlorophthalmus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=166"
"MCZ:Ich:100040","Ichthyology","100040","","Voucher","Cryptacanthodes maculatus D.H. Storer, 1839","Delaware II, Cruise 1992-007, Station 100","RV Delaware II, Karsten E. Hartel","1992-07-01","1992-07-31","United States","","Atlantic, Northwest","0/7/1992-0/7/1992","field number=DL92-07:100; group number=683"
"MCZ:Ich:100516","Ichthyology","100516","","[type status needs research]","Florenciella lugubris Mead & De Falla, 1965","Station 6","RV Anton Bruun 03","1963-08-21","1963-08-21","High Seas","","Indian Ocean, Western","21/8/1963-21/8/1963","field number=APB7041; group number=515; previous number=MCZ 45894 ?"
"MCZ:Ich:109066","Ichthyology","109066","","","Amphiprion frenatus Brevoort, 1856","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=603"
"MCZ:Ich:126555","Ichthyology","126555","","","Serranus sp.","","RV Dolphin","1967-05-08","1967-05-08","","","Atlantic Ocean","8/5/1967-8/5/1967","field number=D-67-04:LL-5(1); group number=476"
"MCZ:Ich:126561","Ichthyology","126561","","","Pseudogramma sp.","","RV Dolphin","1968-02-04","1968-02-04","","","Atlantic Ocean","4/2/1968-4/2/1968","field number=D-68-01:NN-3(2); group number=483"
"MCZ:Ich:126577","Ichthyology","126577","","","Serraniculus sp.","","RV Dolphin","1967-05-09","1967-05-09","","","Atlantic Ocean","9/5/1967-9/5/1967","field number=D-67-04:JJ-3(1); group number=476"
"MCZ:Ich:131735","Ichthyology","131735","","","Photostomias atrox Alcock, 1890","[coordinate data only]","Richard H. Backus, RV Atlantis II 059","1970-11-24","1970-11-24","Cape Verde","","Atlantic, Eastern Central","24/11/1970-24/11/1970","field number=RHB2075; group number=152"
"MCZ:Ich:129389","Ichthyology","129389","","","Chauliodus sloani Bloch & Schneider, 1801","Center of warm-core Gulf Stream ring 82B","James E. Craddock, RV Oceanus 121","1982-06-18","1982-06-18","United States","","Atlantic, Northwest","18/6/1982-18/6/1982","field number=MOC20-021,3; group number=153"
"MCZ:Ich:147712","Ichthyology","147712","","Figured","Eustomias sp.","[no specific locality data]","James E. Craddock, RV Oceanus 022","1977-03-13","1977-03-13","High Seas","","Atlantic, Southwest","13/3/1977-13/3/1977","field number=JEC7709; group number=151"
"MCZ:Ich:140396","Ichthyology","140396","","","Pollichthys mauli (Poll, 1953)","[coordinate data only]","Richard H. Backus, RV Atlantis II 031","1967-03-12","1967-03-12","","","Atlantic, Southwest","12/3/1967-12/3/1967","field number=RHB1436; group number=148"
"MCZ:Ich:133049","Ichthyology","133049","","","Gavialiceps taeniola Alcock, 1889","Arabian Sea","RV Anton Bruun 04a","1963-12-03","1963-12-03","Réunion","","Indian Ocean, Western","3/12/1963-3/12/1963","field number=AB4B-268A; group number=80; previous number=ANSP 113809"
"MCZ:Ich:137756","Ichthyology","137756","","","Chromis sp.","Florida Current, Cape Romain Section","James E. Craddock, RV Oceanus 049","1978-08-01","1978-08-01","United States","","Atlantic, Western Central","1/8/1978-1/8/1978","field number=MOC10-086,1; group number=603"
"MCZ:Ich:163743","Ichthyology","163743","","","Photostomias goodyeari Kenaley & Hartel, 2005","vicinity of Bear Seamount","RV Delaware II 02-06","2002-07-27","2002-07-27","United States","","Atlantic, Northwest","27/7/2002-27/7/2002","field number=DL02-06:038; group number=152; previous number=162583"
"MCZ:Ich:151941","Ichthyology","151941","","","Anoplogaster brachycera Kotlyar, 1986","[no specific locality data]","Richard H. Backus, RV Chain 060","1966-06-18","1966-06-18","Mexico","","Gulf of Mexico","18/6/1966-18/6/1966","field number=RHB1297; group number=371"
"MCZ:Ich:151946","Ichthyology","151946","","","Trachichthyidae sp.","Needs data","IOS","1700-01-01","1997-03-01","","","Atlantic Ocean","[no verbatim date data]","field number=IOS; group number=369"
"MCZ:Ich:160634","Ichthyology","160634","","","Acanthochromis polyacanthus (Bleeker, 1855)","Lizard Island, Great Barrier Reef","Kathryn Kavanagh","1995-01-01","1995-01-31","Australia","","Great Barrier Reef","0/1/1995-0/1/1995","field number=KK95:01; group number=603"
"MCZ:Ich:160642","Ichthyology","160642","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-24","1993-08-24","Australia","","Pacific, Western Central","24/8/1993-24/8/1993","field number=KK93:0824; group number=603"
"MCZ:Ich:160643","Ichthyology","160643","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-14","1993-08-14","Australia","","Pacific, Western Central","14/8/1993-14/8/1993","field number=KK93:0814; group number=603"
"MCZ:Ich:160659","Ichthyology","160659","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-10-02","1993-10-02","Australia","","Pacific, Western Central","2/10/1993-2/10/1993","field number=KK93:1002; group number=603"
"MCZ:Ich:160660","Ichthyology","160660","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-10-10","1993-10-10","Australia","","Pacific, Western Central","10/10/1993-10/10/1993","field number=KK93:1010; group number=603"
"MCZ:Ich:160668","Ichthyology","160668","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1994-03-21","1994-03-21","Australia","","Pacific, Western Central","21/3/1994-21/3/1994","field number=KK95:0321; group number=603"
"MCZ:Ich:152604","Ichthyology","152604","","","Amphiprion polymnus (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=603"
"MCZ:Ich:148693","Ichthyology","148693","","","Myctophum lychnobium Bolin 1946","[coordinate data only]","RV Malcolm Baldridge 9503, Karsten E. Hartel","1995-05-11","1995-05-11","","","Arabian Sea","11/5/1995-11/5/1995","field number=MB95:NU07; group number=176"
"MCZ:Ich:157834","Ichthyology","157834","","","Diaphus dumerilii","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=176"
"MCZ:Ich:162261","Ichthyology","162261","","","Photostomias goodyeari Kenaley & Hartel, 2005","vicinity of Bear Seamount","RV Delaware II 02-06","2002-07-25","2002-07-25","United States","","Slope Water","25/7/2002-25/7/2002","field number=DL02-06:028; group number=152"
"MCZ:Ich:162310","Ichthyology","162310","","","Decapterus macarellus (Cuvier, 1833)","Martha's Vineyard, Menemsha Bight","RV A.E. Verrill","1968-08-07","1968-08-07","United States","Massachusetts","","7/8/1968-7/8/1968","field number=MENEMSHA:1968; group number=533"
"MCZ:Ich:150274","Ichthyology","150274","","","Scopelengys tristis Alcock, 1890","off Oman","RV Malcolm Baldridge 9503, Karsten E. Hartel","1995-05-18","1995-05-18","Oman","","Arabian Sea","18/5/1995-18/5/1995","field number=MB9503:10-23,1; group number=179; previous number=JEC Otolith 2237"
"MCZ:Ich:154695","Ichthyology","154695","","","Cymatogaster gracilis Tarp, 1952","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599; previous number=SIOH51.264"
"MCZ:Ich:154703","Ichthyology","154703","","","Micrometrus minimus (Gibbons, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154706","Ichthyology","154706","","","Brachyistius aletes (Tarp, 1952)","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=1982-002; group number=599; previous number=SI053.169"
"MCZ:Ich:150787","Ichthyology","150787","","","Barbus neumayeri Fischer, 1884","Kibale area, mixed localities.","Lauren J. Chapman, Colin A. Chapman","1992-01-01","1992-12-31","Uganda","Tororo","","1992-1992","field number=LC-KIMBALE; group number=230"
"MCZ:Ich:154955","Ichthyology","154955","","","Micrometrus minimus (Gibbons, 1854)","Sunset Cliffs, San Diego.","M. A. Taylor","1949-06-22","1949-06-22","","","Pacific, Eastern Central","22/6/1949-22/6/1949","field number=MAT:SUNSET; group number=599; previous number=UW 5712"
"MCZ:Ich:163435","Ichthyology","163435","","","Chiasmodon sp.","","RV Delaware II 03-04","2003-05-16","2003-05-17","United States","","Slope Water","16/5/2003-17/5/2003","field number=DL03-04:012; group number=653"
"MCZ:Ich:163599","Ichthyology","163599","","","Alticus arnoldorum (Curtiss, 1938)","Governor's Complex, Adelup Point between Asan and Agana Bays on the western coast, Guam","S. Tonia Hsieh, Carl J. Ferraris Jr.","2002-04-18","2002-04-22","Northern Mariana Islands and Guam","","Pacific, Western Central","18/4/2002-22/4/2002","field number=HSIEH02:02; group number=668"
"MCZ:Ich:163644","Ichthyology","163644","","","Acipenser stellatus Pallas, 1771","Confluence of the Danube with the Black sea at Sulina","Petre M. Bănărescu","1961-09-02","1961-09-04","Romania","Tulcea","","2-4. IX. 1961","group number=59; previous number=FMNH 87365"
"MCZ:Ich:165261","Ichthyology","165261","","Voucher","Scopelogadus beanii (Günther, 1887)","[no specific locality data]","RV Delaware II 05-06","2005-04-12","2005-04-12","United States","","Atlantic, Northwest","12/4/2005-12/4/2005","field number=DL05-06:005; group number=363"
"MCZ:Ich:167476","Ichthyology","167476","","","Strongylura marina (Walbaum, 1792)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=336"
"MCZ:Ich:167487","Ichthyology","167487","","","Scomberesox saurus (Walbaum, 1792)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=338"
"MCZ:Ich:169257","Ichthyology","169257","","","Etheostoma nigrum Rafinesque, 1820","Tourmeal Creek at E 1700th Street ~12.5 mi SE Quincy","Rose Carlson","2008-08-18","2008-08-18","United States","Illinois","","18-Aug-2008","field number=RLC0826; group number=517"
"MCZ:Ich:169265","Ichthyology","169265","","","Etheostoma nigrum Rafinesque, 1820","North Fork Vermillion River at St. Hwy 1 ~4 mi S Hoopestown","Rose Carlson","2008-08-16","2008-08-16","United States","Illinois","","16-Aug-2008","field number=RLC0817; group number=517"
"MCZ:Ich:171063","Ichthyology","171063","","","Hiodon alosoides (Rafinesque, 1819)","Canada","George V. Lauder","1972-07-06","1972-07-06","Canada","","","7/6/72","field number=LAUDER:1972; group number=121"
"MCZ:Ich:171122","Ichthyology","171122","","","Geophagus","[no specific locality data]","[no agent data]","1700-01-01","2014-04-15","","","","[no verbatim date data]","field number=AQUARIUM; group number=601"
"MCZ:Ich:172170","Ichthyology","172170","","","Tautogolabrus adspersus (Walbaum, 1792)","Off Martha's Vineyard  SEP  437","RV A.E. Verrill","1967-08-01","1967-08-31","","","Atlantic, Northwest","[00/00/00]","field number=SEP0437; group number=627"
"MCZ:Ich:1016","Ichthyology","1016","","","Scolopsis ghanam (Forsskål, 1775)","[no specific locality data]","Caleb Cooke","1862-01-01","1862-12-31","Tanzania","Zanzibar","Indian Ocean, Western","1862-1862","field number=CC:ZANZIBAR; group number=553"
"MCZ:Ich:2046","Ichthyology","2046","","","Rutilus rutilus (Linnaeus, 1758)","Lake Neuchatel and Lake Geneva","Louis Agassiz","1860-03-01","1860-03-31","Switzerland","","","0/3/1860-0/3/1860","field number=LA:NEU&GEV; group number=230"
"MCZ:Ich:6867","Ichthyology","6867","","","Prototroctes maraena Günther, 1864","[no specific locality data]","Ferdinand von Muller","1700-01-01","1875-12-31","Australia","","","[no verbatim date data]","field number=FVM:AUSTRAL; group number=140"
"MCZ:Ich:8138","Ichthyology","8138","","Voucher","Cetopsis candiru (Spix, 1829)","Rio Hyutahy, Rio Jutai (tributary of Rio Solimoes)","Thayer Expedition to Brazil, William James, Stephen V. R. Thayer, Talisman","1865-09-01","1865-10-31","Brazil","Amazonas","","0/9/1865-0/10/1865","field number=THAYER042; group number=273"
"MCZ:Ich:36165","Ichthyology","36165","","","Alepidomus evermanni (Eigenmann, 1903)","Laguna de Santa Maria Chica","Luis R. Rivas","1941-03-06","1941-03-06","Cuba","","Caribbean Sea","6/3/1941-6/3/1941","field number=LRR41:0306; group number=351"
"MCZ:Ich:44549","Ichthyology","44549","","Voucher","Sanopus barbatus (Meek and Hildebrand, 1928)","Fort Sherman, Toro Point","Ira Rubinoff","1964-06-16","1964-06-16","Panama","","Caribbean Sea","16/6/1964-16/6/1964","field number=IR111; group number=289"
"MCZ:Ich:44595","Ichthyology","44595","","","Mugil curema Valenciennes, 1836","2/3 Maria Chiquita- Porto Bello","Ira Rubinoff","1961-02-17","1961-02-17","Panama","","Caribbean Sea","17/2/1961-17/2/1961","field number=IR012; group number=621"
"MCZ:Ich:32375","Ichthyology","32375","","","Opsariichthys uncirostris (Temminck & Schlegel, 1846)","Petropavlovsk Lake, basin of Amur River","Pacific Fisheries Institute, Vladivostok","1928-08-16","1928-10-24","Russia","Kamchatka Krai","","[no verbatim date data]","field number=VLAD:PETROPA L*; group number=230; previous number=3929"
"MCZ:Ich:32378","Ichthyology","32378","","","Pseudorasbora parva (Temminck & Schlegel, 1846)","Ussuri River","Pacific Fisheries Institute, Vladivostok","1928-08-06","1928-08-06","Russia","Primorsky Krai","","6/VIII/28","field number=VLAD:USSURI R*; group number=230; previous number=3937"
"MCZ:Ich:32394","Ichthyology","32394","","","Hemiculter leucisculus lucidus (Dybowski, 1872)","Khanka Lake, Ussuri River Basin, tributary to Amur","Pacific Fisheries Institute, Vladivostok","1928-03-12","1929-02-27","Russia","","","12/3/1928-27/2/1929","field number=VLAD:CHANKA L*; group number=230; previous number=x80"
"MCZ:Ich:36433","Ichthyology","36433","","","Triakis semifasciata Girard, 1855","San Diego, just north of Scripps Pier","George L. Schillreff","1945-11-15","1945-11-15","United States","California","Pacific, Eastern Central","15/11/1945-15/11/1945","field number=GLS1945:1115; group number=25"
"MCZ:Ich:40531","Ichthyology","40531","","Paratype","Chlorophthalmus brasiliensis Mead, 1958","Near mouth of Amazon.","RV Oregon","1957-11-17","1957-11-17","Brazil","Pará ","Atlantic, Southwest","17/11/1957-17/11/1957","field number=OREGON2082; group number=166"
